balanced_accuracy,f1_fail,f1_pass,true_positive,true_negative,false_positive,false_negative,sensitivity,specificity,roc_auc,avg_precision,cv_balanced_acc_mean,cv_balanced_acc_std,model_name
0.700308792458963,0.2653061224489796,0.8641509433962264,13,229,64,8,0.6190476190476191,0.7815699658703071,0.7380139769218268,0.25113167863010555,0.747008547008547,0.030266549076283383,Logistic Regression
0.6866569153258573,0.24528301886792453,0.8467432950191571,13,221,72,8,0.6190476190476191,0.7542662116040956,0.7193239070372176,0.18166525550750456,0.861111111111111,0.02051727159685094,KNN
0.6493580367300504,0.24096385542168675,0.8844036697247707,10,241,52,11,0.47619047619047616,0.8225255972696246,0.6908824963432472,0.15539326967048817,0.8534188034188036,0.023874320894809262,SVM
0.6172598732325695,0.2857142857142857,0.9488054607508533,6,278,15,15,0.2857142857142857,0.9488054607508533,0.7534535998699821,0.1800271759468571,0.9662393162393164,0.01330289095407983,Random Forest
0.5949943117178612,0.2,0.899641577060932,7,251,42,14,0.3333333333333333,0.856655290102389,0.6801560214529497,0.1535481711995238,0.8833333333333334,0.022044821156459705,AdaBoost
0.5916626036079962,0.21052631578947367,0.9211908931698775,6,263,30,15,0.2857142857142857,0.8976109215017065,0.6439135381114903,0.1936650556244464,0.9435897435897436,0.017805697996580896,Neural Network
0.5797984722899399,0.20408163265306123,0.9326424870466321,5,270,23,16,0.23809523809523808,0.9215017064846417,0.6882821387940842,0.13621755560395832,0.9594017094017093,0.012713226308242336,Gradient Boosting
